"highseason","lowseason","ID"
0.695029488206732,0.768275686116675,116
0.654828659233373,0.720126487712256,117
0.648307848910533,0.737441298520758,118
0.648689056821062,0.74699182803348,119
0.656927634592184,0.75175759960532,120
0.679331628928704,0.787190799393115,121
0.681658516043482,0.784692603230962,122
0.686113729097016,0.772384305515333,123
0.689806205083289,0.767786626877741,124
0.697899981222032,0.770389140299007,125
0.688133474629762,0.763419057003174,126
0.690092106996611,0.767005063870378,127
0.682932296063578,0.749739983673515,128
0.694074208084974,0.762699906765754,129
0.695444443882869,0.777160819339487,130
0.682401586039315,0.772970867518416,131
0.684703168583734,0.771836101265285,132
0.692341421893422,0.77007076120977,133
0.693034137856828,0.770573069347059,134
0.692231660269142,0.766841530595903,135
0.69176727875405,0.767320634126406,136
0.688677944955916,0.7605666951287,137
0.691567069041107,0.756709603008126,138
0.684168456645299,0.765567667452564,139
0.686039453738401,0.776806397360608,140
0.690154443796607,0.756433017918651,141
0.608725211070134,0.568481026512134,142
0.581713818659967,0.621409211872554,143
0.579465723306851,0.585505864526299,144
0.587621064127247,0.586299108809266,145
0.59222011983451,0.609037624976389,146
0.596006800986403,0.572822165781781,147
0.57142412420592,0.561838742556764,148
0.607914475499676,0.58415848668606,149
0.582566697901058,0.566575522269198,150
0.664581196173193,0.568556616121,151
0.590020127563473,0.65815312019033,152
0.591332528294134,0.669194633422213,153
0.585684325213884,0.686267411726988,154
0.596313983536633,0.68747916755813,155
0.613169542089143,0.671414163457377,156
0.614097614104846,0.676371055482225,157
0.637716457322929,0.639722356960062,158
0.642154522861933,0.62221701495352,159
0.596319391578988,0.641244588563784,160
0.618438269755115,0.606623067652757,161
0.632045452027763,0.631020431204315,162
0.634017510717943,0.625596859742178,163
0.642461868858663,0.585750044822491,164
0.64850221752758,0.592346698110597,165
0.657811660822976,0.573953017900164,166
0.667180137082899,0.60415174702646,167
0.643466029193606,0.565735333284215,168
0.626782429526815,0.559447087808908,169
0.644698206506391,0.554870206919695,170
0.671230774356506,0.579451539696501,171
0.706793661226787,0.619484394534398,172
0.710852986888988,0.625290634437168,173
0.504265929099925,0.578816287422957,174
0.564507922631564,0.563579129746016,175
0.569357917308677,0.56699184622688,176
0.556115706029745,0.563009840002785,177
0.505391152548054,0.576135407860577,178
0.502725171199508,0.576439890829439,179
0.515799285415109,0.580109563177569,180
0.568352146555727,0.55848539734408,181
0.512543624512697,0.571335435023366,182
0.591042831408355,0.556480380822521,183
0.620977469777692,0.554055073057875,184
0.551981111394601,0.559057682852652,185
0.530851523168843,0.57366843044396,186
0.541949638145195,0.559270175254415,187
0.519513877693839,0.554189880111149,188
0.596660750690828,0.530015533389823,189
0.595909339524891,0.573145235075435,190
0.511304211898927,0.584452226313757,191
0.521099494625141,0.573857576312573,192
0.559807071297592,0.581885083380985,193
0.493285264781012,0.585172822116819,194
